Symbol,Security,GICS Sector,GICS Sub-Industry,market_cap,perf_1y,perf_3y,perf_5y,perf_10y,perf_life,company_name,class_count,company_weight,weight
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,24718012416,0.10848635401039508,0.5391757677909701,0.6836369745195663,2.1513376054841196,382.96117072573185,Cincinnati Financial,1,0.00042536717369238053,0.00042536717369238053
CTAS,Cintas,Industrials,Diversified Support Services,71741726720,-0.06983259920401108,0.6668421925197623,1.233243584749708,7.820689609237192,1090.8883607453758,Cintas,1,0.001234588567118937,0.001234588567118937
CSCO,Cisco,Information Technology,Communications Equipment,306802491392,0.3120534539384101,0.6596839019121095,0.784179909794771,2.740405297449813,1552.334589871198,Cisco,1,0.005279700748136235,0.005279700748136235
C,Citigroup,Financials,Diversified Banks,191585419264,0.5645649007016615,1.7575188946646398,0.8135238297011389,2.3761400936546346,15.462568777682648,Citigroup,1,0.0032969539355132845,0.0032969539355132845
CFG,Citizens Financial Group,Financials,Regional Banks,24489304064,0.4419331450172279,1.0679215718718025,0.6180241389750629,2.759725641626732,2.6744169524965593,Citizens Financial Group,1,0.00042143137886985226,0.00042143137886985226
CLX,Clorox,Consumer Staples,Household Products,12948216832,-0.23969539274837792,-0.24620926497822104,-0.3400271440317615,0.11212605119396968,65.66203652443173,Clorox,1,0.00022282319085731902,0.00022282319085731902
CME,CME Group,Financials,Financial Exchanges & Data,110485356544,0.1971326625047476,0.8929462424772852,0.8999300609980543,3.7229155811356556,73.79184009389586,CME Group,1,0.0019013196957978354,0.0019013196957978354
CMS,CMS Energy,Utilities,Multi-Utilities,22803843072,0.04046343521814122,0.3229575921314607,0.4826591161496194,1.4225028732579545,6.865782882283634,CMS Energy,1,0.0003924266285497286,0.0003924266285497286
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,321735458816,0.10338415382640243,0.34889842707965046,0.7011515846714547,1.2391398893369012,1669.6011514801128,Coca-Cola Company (The),1,0.005536679102264563,0.005536679102264563
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,29957865472,-0.1817382136057748,0.11176752095452258,-0.12429408146794463,0.1822715341620209,336.77065523553995,Cognizant,1,0.0005155387233899346,0.0005155387233899346
COIN,Coinbase,Financials,Financial Exchanges & Data,53257375744,0.037398859830737985,1.628426957735753,-0.39837942995491615,-0.39837942995491615,-0.39837942995491615,Coinbase,1,0.0009164951864752078,0.0009164951864752078
CL,Colgate-Palmolive,Consumer Staples,Household Products,68227772416,-0.033922281861946235,0.250531457843282,0.26444423540718454,0.5284853966498633,195.83256781107127,Colgate-Palmolive,1,0.0011741176528067038,0.0011741176528067038
CMCSA,Comcast,Communication Services,Cable & Satellite,105745817600,-0.11671779869450483,-0.06105885424756752,-0.3638857873722856,0.32070667022562493,500.27010283698394,Comcast,1,0.001819757948385278,0.001819757948385278
FIX,Comfort Systems USA,Industrials,Construction & Engineering,47855222784,2.813395885239885,8.860933461964537,17.945146817163693,46.825760465822086,104.8214861306439,Comfort Systems USA,1,0.0008235306512295788,0.0008235306512295788
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,7252081152,-0.3706440619612893,-0.5052835813054822,-0.49790255936083916,-0.34962703943058004,110.72960779173627,Conagra Brands,1,0.0001247995676633462,0.0001247995676633462
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,155139293184,0.2830343599747367,0.4602546860822385,1.9047749922996386,3.0512305141175906,128.047340455318,ConocoPhillips,1,0.002669760074543676,0.002669760074543676
ED,Consolidated Edison,Utilities,Multi-Utilities,39544578048,0.04262281833168635,0.25187606925803263,0.8117001654998746,1.0957199970373828,453.5093369129417,Consolidated Edison,1,0.000680514481344272,0.000680514481344272
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,26047924224,-0.14185905671407717,-0.2634931298388795,-0.2937310692766876,0.18361253346659612,113.10462194710072,Constellation Brands,1,0.0004482533514929429,0.0004482533514929429
CEG,Constellation Energy,Utilities,Electric Utilities,102077652992,0.29155732753210417,2.745113750723975,5.95326453686641,5.95326453686641,5.95326453686641,Constellation Energy,1,0.0017566332607816184,0.0017566332607816184
COO,Cooper Companies (The),Health Care,Health Care Supplies,13650203648,-0.12974251006797266,-0.18765281124859112,-0.27542359421558715,0.8615887275769516,8.780121835605257,Cooper Companies (The),1,0.0002349035370787631,0.0002349035370787631
CPRT,Copart,Industrials,Diversified Support Services,31813902336,-0.38969354485198615,-0.06805608259520135,0.19737686144125988,5.353794263923391,214.72888306925728,Copart,1,0.0005474788786832262,0.0005474788786832262
GLW,Corning Inc.,Information Technology,Electronic Components,106883178496,1.5982708374273713,3.048423548365223,2.473650834373315,7.016838899044913,161.26053999753128,Corning Inc.,1,0.001839330557285118,0.001839330557285118
CPAY,Corpay,Financials,Transaction & Payment Processing Services,20110141440,-0.18525031039149376,0.44394207761272453,0.03261723691717,0.9583078179909852,9.548990512112958,Corpay,1,0.00034607127316392474,0.00034607127316392474
